station,datetime,snow.water.eq.inches
20K17,2001-04-02,16.9
20K17,2002-02-01,24.5
20K17,2002-02-25,26.8
20K17,2002-03-25,34.5
20K17,2003-01-29,20.2
20K17,2003-02-28,21.8
20K17,2003-03-27,21.6
20K17,2004-01-29,16.6
20K17,2004-03-31,31.7
20K17,2005-02-01,29.5
20K17,2005-03-31,47.6
20K17,2006-02-01,19
20K17,2006-03-27,37
20K17,2007-01-31,8
20K17,2007-03-02,20.5
20K17,2007-03-29,17
20K17,2008-02-05,30
20K17,2008-02-28,32.8
20K17,2008-03-31,34
20K17,2009-01-29,14.6
20K17,2009-03-02,24.1
20K17,2009-04-01,32.1
20K17,2010-02-01,22.1
20K17,2010-02-26,24.8
20K17,2010-03-29,29
20K17,2011-01-27,27.6
20K17,2011-02-28,39.9
20K17,2011-03-31,62.5
20K17,2012-01-31,4.7
20K17,2012-02-28,6.7
20K17,2012-03-29,20.6
20K17,2013-01-31,16.2
20K17,2013-02-27,16.1
20K17,2013-04-02,16.2
20K17,2014-02-26,9
20K17,2014-04-02,14.5
20K19,1954-03-01,32.9
20K19,1954-03-31,42.1
20K19,1955-01-31,30.4
20K19,1955-03-30,39.4
20K19,1956-01-31,62.8
20K19,1956-02-28,74.8
20K19,1956-04-04,76.8
20K19,1957-02-26,35.6
20K19,1957-03-29,45.8
20K19,1958-03-24,61.7
20K19,1959-03-04,36.4
20K19,1959-03-27,36.7
20K19,1960-02-02,26.6
20K19,1960-03-01,38.9
20K19,1960-03-29,43.2
20K19,1961-01-30,15.2
20K19,1961-02-24,21.8
20K19,1961-04-02,33.1
20K19,1962-01-31,19.9
20K19,1962-03-05,55.8
20K19,1962-03-26,59.4
20K19,1963-01-31,0
20K19,1963-03-02,13.6
20K19,1963-03-26,19.4
20K19,1964-02-02,27.6
20K19,1964-02-28,28.1
20K19,1964-04-03,36.2
20K19,1965-02-02,54.4
20K19,1965-02-26,54.6
20K19,1965-03-26,36.2
20K19,1966-01-31,31.1
20K19,1966-03-03,39.7
20K19,1966-04-03,39.7
20K19,1967-02-05,49.1
20K19,1967-03-06,49.9
20K19,1967-04-04,70.9
20K19,1967-04-29,82.1
20K19,1968-02-03,29.1
20K19,1968-03-02,35.1
20K19,1968-03-30,40.4
20K19,1968-04-27,35.4
20K19,1969-02-03,62.6
20K19,1969-03-02,79.5
20K19,1969-03-30,84
20K19,1969-05-01,82.5
20K19,1970-01-31,39
20K19,1970-02-28,45.4
20K19,1970-03-29,48.3
20K19,1970-04-25,49.1
20K19,1971-02-02,49.5
20K19,1971-03-03,52.9
20K19,1971-03-29,59.9
20K19,1971-04-30,65.1
20K19,1972-01-31,35.7
20K19,1972-03-03,42.9
20K19,1972-03-31,41
20K19,1972-04-30,44.6
20K19,1973-01-30,41
20K19,1973-02-27,51.2
20K19,1973-03-27,55.1
20K19,1973-04-27,51.4
20K19,1974-01-29,34.4
20K19,1974-02-25,39.2
20K19,1974-03-31,61.4
20K19,1974-04-30,62.3
20K19,1975-01-27,20.1
20K19,1975-02-24,43.1
20K19,1975-03-29,60.3
20K19,1975-04-27,64.3
20K19,1975-12-26,9.3
20K19,1976-01-26,12.4
20K19,1976-02-23,17.7
20K19,1976-03-26,26.1
20K19,1976-04-27,23.3
20K19,1976-12-31,8.6
20K19,1977-01-31,7.3
20K19,1977-02-24,12.9
20K19,1977-04-02,19
20K19,1977-04-26,8.9
20K19,1977-12-29,1.4
20K19,1978-01-23,46.8
20K19,1978-02-23,58
20K19,1978-03-27,64.1
20K19,1978-04-29,80.3
20K19,1978-12-31,24
20K19,1979-01-30,20.1
20K19,1979-02-26,36.1
20K19,1979-04-01,44.6
20K19,1979-04-27,46.7
20K19,1979-12-29,9.8
20K19,1980-01-31,39.4
20K19,1980-02-26,59
20K19,1980-03-27,64.4
20K19,1980-04-24,62
20K19,1980-12-27,17.1
20K19,1981-01-31,19
20K19,1981-02-26,22.1
20K19,1981-04-02,33.3
20K19,1981-04-29,23.9
20K19,1981-12-30,6.7
20K19,1982-01-25,43.5
20K19,1982-02-24,48.6
20K19,1982-04-09,80.1
20K19,1982-04-29,77.7
20K19,1983-01-01,34
20K19,1983-01-25,44
20K19,1983-02-22,66.9
20K19,1983-04-05,95
20K19,1983-05-02,104.2
20K19,1984-01-26,45.7
20K19,1984-02-27,32.8
20K19,1984-03-27,59.6
20K19,1984-05-01,42.4
20K19,1984-12-14,24
20K19,1985-01-31,26.3
20K19,1985-02-26,29.9
20K19,1985-04-02,37.9
20K19,1985-12-27,21.4
20K19,1986-01-27,25.9
20K19,1986-02-27,62
20K19,1986-03-26,72.1
20K19,1987-01-01,4.8
20K19,1987-01-29,10.4
20K19,1987-03-02,33.2
20K19,1987-03-30,25.3
20K19,1988-01-01,16.7
20K19,1988-02-03,26.3
20K19,1988-02-25,23.9
20K19,1988-09-01,9.1
20K19,1989-01-01,22.6
20K19,1989-03-01,26.4
20K19,1989-03-03,36.5
20K19,1989-03-31,47.6
20K19,1989-09-01,29.3
20K19,1990-02-05,19.2
20K19,1990-02-26,24.6
20K19,1990-03-30,26.9
20K19,1991-02-01,6
20K19,1991-03-07,19.9
20K19,1991-04-01,33.1
20K19,1992-02-27,24.9
20K19,1992-03-01,10.1
20K19,1992-07-01,26.6
20K19,1993-01-28,47.3
20K19,1993-03-29,64
20K19,1994-02-28,30
20K19,1994-03-28,25.2
20K19,1995-02-28,58.1
20K19,1996-01-29,27.7
20K19,1996-02-29,39.8
20K19,1996-03-25,48.6
20K19,1997-02-25,53.4
20K19,1997-03-28,51.5
20K19,1998-01-28,27.2
20K19,1998-02-27,53.9
20K19,1998-03-30,61.6
20K19,1999-01-27,33.4
20K19,1999-02-23,52.9
20K19,1999-03-29,56.1
20K19,2000-01-26,22.9
20K19,2000-02-25,38.4
20K19,2000-03-29,43.7
20K19,2001-01-31,14.6
20K19,2001-02-28,23.6
20K19,2001-03-28,24.4
20K19,2002-02-04,30
20K19,2002-02-26,35.6
20K19,2002-03-27,46
20K19,2003-01-28,28
20K19,2003-02-26,28.7
20K19,2003-03-28,34.6
20K19,2004-01-31,31
20K19,2004-02-28,42.9
20K19,2004-03-24,39.1
20K19,2005-01-27,34.3
20K19,2005-02-25,41
20K19,2005-03-31,52.8
20K19,2006-01-25,24
20K19,2006-02-24,33.6
20K19,2006-07-01,51.9
20K19,2007-01-30,11.9
20K19,2007-03-01,25.9
20K19,2007-03-28,26.3
20K19,2008-02-27,36.5
20K19,2008-04-01,39.3
20K19,2009-01-28,18.3
20K19,2009-02-27,33.6
20K19,2009-03-25,40.6
20K19,2010-01-31,26.6
20K19,2010-02-25,33.4
20K19,2010-04-03,39.4
20K19,2011-02-02,34.3
20K19,2011-02-28,46.8
20K19,2011-04-01,68.1
20K19,2012-01-27,8.5
20K19,2012-03-02,14.4
20K19,2012-04-02,29.9
20K19,2013-01-29,28
20K19,2013-01-29,28
20K19,2013-02-27,27.6
20K19,2013-03-27,29.6
20K19,2014-02-01,6.4
20K19,2014-03-30,23.6
20K25S,1979-01-01,6.1
20K25S,1979-02-01,12.8
20K25S,1979-03-01,20.2
20K25S,1980-01-01,13.6
20K25S,1980-02-01,23.3
20K25S,1980-03-01,39.7
20K25S,1980-04-01,45.5
20K25S,1980-05-01,34.1
20K25S,1980-06-01,8
20K25S,1981-01-01,4.8
20K25S,1981-02-01,14.6
20K25S,1981-03-01,15.5
20K25S,1981-04-01,19.3
20K25S,1981-05-01,6
20K25S,1981-06-01,0.5
20K25S,1982-01-01,11.5
20K25S,1982-02-01,25.9
20K25S,1982-03-01,25.6
20K25S,1982-04-01,42.3
20K25S,1982-05-01,43.2
20K25S,1982-06-01,8.9
20K25S,1983-01-01,23.1
20K25S,1983-02-01,35.5
20K25S,1983-03-01,55.1
20K25S,1983-04-01,68.1
20K25S,1983-05-01,72.8
20K25S,1983-06-01,41.3
20K25S,1984-01-01,24.8
20K25S,1984-02-01,24.8
20K25S,1984-03-01,34.9
20K25S,1984-04-01,34.9
20K25S,1984-05-01,28.3
20K25S,1984-06-01,0
20K25S,1985-01-01,14.5
20K25S,1985-02-01,15.5
20K25S,1985-03-01,21.6
20K25S,1985-04-01,31.2
20K25S,1985-05-01,11.3
20K25S,1985-06-01,0
20K25S,1986-01-01,15
20K25S,1986-02-01,20.3
20K25S,1986-03-01,44.1
20K25S,1986-04-01,42.9
20K25S,1986-05-01,23.1
20K25S,1986-06-01,0
20K25S,1987-01-01,3.3
20K25S,1987-02-01,10.9
20K25S,1987-03-01,16.5
20K25S,1987-04-01,19.2
20K25S,1987-05-01,0
20K25S,1987-06-01,0
20K25S,1988-01-01,7
20K25S,1988-02-01,16.7
20K25S,1988-03-01,16.9
20K25S,1988-04-01,9.2
20K25S,1988-05-01,0
20K25S,1988-06-01,0
20K25S,1989-01-01,17.7
20K25S,1989-02-01,21.4
20K25S,1989-03-01,28.6
20K25S,1989-04-01,35.7
20K25S,1989-05-01,19.9
20K25S,1989-06-01,0
20K25S,1990-01-01,6.5
20K25S,1990-02-01,11.5
20K25S,1990-03-01,18.8
20K25S,1990-04-01,18.8
20K25S,1990-05-01,0
20K25S,1990-06-01,0.6
20K25S,1991-01-01,4.3
20K25S,1991-02-01,4.6
20K25S,1991-03-01,5.4
20K25S,1991-04-01,21.5
20K25S,1991-05-01,14.2
20K25S,1991-06-01,0
20K25S,1992-01-01,6.4
20K25S,1992-02-01,7.4
20K25S,1992-03-01,14.6
20K25S,1992-04-01,14.6
20K25S,1992-05-01,0
20K25S,1992-06-01,0
20K25S,1993-01-01,18
20K25S,1993-02-01,38
20K25S,1993-03-01,54.2
20K25S,1993-04-01,54.8
20K25S,1993-05-01,39.2
20K25S,1993-06-01,0
20K25S,1994-01-01,7.7
20K25S,1994-02-01,10
20K25S,1994-03-01,19.9
20K25S,1994-04-01,17.9
20K25S,1994-05-01,4.3
20K25S,1994-06-01,0
20K25S,1995-01-01,18.9
20K25S,1995-02-01,38.1
20K25S,1995-03-01,38.8
20K25S,1995-04-01,53.5
20K25S,1995-05-01,54.7
20K25S,1995-06-01,34.1
20K25S,1996-01-01,4.1
20K25S,1996-02-01,19.7
20K25S,1996-03-01,31.3
20K25S,1996-04-01,35.2
20K25S,1996-05-01,27
20K25S,1996-06-01,0
20K25S,1997-01-01,21
20K25S,1997-02-01,36.1
20K25S,1997-03-01,36.6
20K25S,1997-04-01,31.6
20K25S,1997-05-01,11.3
20K25S,1997-06-01,0
20K25S,1998-01-01,8
20K25S,1998-02-01,21.8
20K25S,1998-03-01,42
20K25S,1998-04-01,44.9
20K25S,1998-05-01,41.4
20K25S,1998-06-01,27.1
20K25S,1999-01-01,12
20K25S,1999-02-01,26.2
20K25S,1999-03-01,42.8
20K25S,1999-04-01,42.9
20K25S,1999-05-01,43.9
20K25S,1999-06-01,7.6
20K25S,2000-01-01,4.6
20K25S,2000-02-01,19.8
20K25S,2000-03-01,34.1
20K25S,2000-04-01,33.9
20K25S,2000-05-01,13.7
20K25S,2000-06-01,0
20K25S,2001-01-01,8.7
20K25S,2001-02-01,14.1
20K25S,2001-03-01,24.5
20K25S,2001-04-01,18.9
20K25S,2001-05-01,12.4
20K25S,2001-06-01,0
20K25S,2002-01-01,20.9
20K25S,2002-02-01,29
20K25S,2002-03-01,31.8
20K25S,2002-04-01,38.4
20K25S,2002-05-01,25.2
20K25S,2002-06-01,0
20K25S,2003-01-01,19.1
20K25S,2003-02-01,22.6
20K25S,2003-03-01,25.5
20K25S,2003-04-01,18.9
20K25S,2003-05-01,30.4
20K25S,2003-06-01,0.7
20K25S,2004-01-01,20.2
20K25S,2004-02-01,25.6
20K25S,2004-03-01,38.7
20K25S,2004-04-01,33.7
20K25S,2004-05-01,17.1
20K25S,2004-06-01,0
20K25S,2005-01-01,15.8
20K25S,2005-02-01,32.3
20K25S,2005-03-01,39
20K25S,2005-04-01,51.1
20K25S,2005-05-01,44.9
20K25S,2005-06-01,10.1
20K25S,2006-01-01,6.7
20K25S,2006-02-01,19.6
20K25S,2006-03-01,25.9
20K25S,2006-04-01,46
20K25S,2006-05-01,45.2
20K25S,2006-06-01,2.1
20K25S,2007-01-01,6.3
20K25S,2007-02-01,8.5
20K25S,2007-03-01,22
20K25S,2007-04-01,19.6
20K25S,2007-05-01,7.1
20K25S,2007-06-01,0
20K25S,2008-01-01,6.1
20K25S,2008-02-01,24.4
20K25S,2008-03-01,35.4
20K25S,2008-04-01,35.7
20K25S,2008-05-01,19.9
20K25S,2008-06-01,0
20K25S,2009-01-01,11.3
20K25S,2009-02-01,14
20K25S,2009-03-01,25.9
20K25S,2009-04-01,32
20K25S,2009-05-01,19
20K25S,2009-06-01,0
20K25S,2010-01-01,10.7
20K25S,2010-02-01,21.5
20K25S,2010-03-01,27.4
20K25S,2010-04-01,34.4
20K25S,2010-05-01,38.3
20K25S,2010-06-01,19.7
20K25S,2011-01-01,26.8
20K25S,2011-02-01,29.4
20K25S,2011-03-01,41.4
20K25S,2011-04-01,65.4
20K25S,2011-05-01,58
20K25S,2011-06-01,41
20K25S,2012-01-01,2.3
20K25S,2012-02-01,10.3
20K25S,2012-03-01,13.2
20K25S,2012-04-01,22.9
20K25S,2012-05-01,12.2
20K25S,2012-06-01,0
20K25S,2013-01-01,14.6
20K25S,2013-02-01,17
20K25S,2013-03-01,18
20K25S,2013-04-01,16.3
20K25S,2013-05-01,0
20K25S,2013-06-01,0
20K25S,2014-01-01,3.2
20K25S,2014-02-01,4.9
20K25S,2014-03-01,8.9
20K25S,2014-04-01,9
20K25S,2014-05-01,0
20K25S,2014-06-01,0
20K27S,1981-01-01,8.1
20K27S,1981-02-01,3.3
20K27S,1981-03-01,0
20K27S,1982-01-01,5.3
20K27S,1982-02-01,14.3
20K27S,1982-03-01,10.6
20K27S,1982-04-01,19.3
20K27S,1982-05-01,9.1
20K27S,1982-06-01,0
20K27S,1983-01-01,13.7
20K27S,1983-02-01,20.3
20K27S,1983-03-01,28.7
20K27S,1983-04-01,35.2
20K27S,1983-05-01,32.6
20K27S,1983-06-01,1.8
20K27S,1984-01-01,10.8
20K27S,1984-02-01,12.5
20K27S,1984-03-01,16.6
20K27S,1984-04-01,6.3
20K27S,1984-05-01,0
20K27S,1984-06-01,0
20K27S,1985-01-01,8.2
20K27S,1985-02-01,8.2
20K27S,1985-03-01,10.5
20K27S,1985-04-01,13.1
20K27S,1985-05-01,0
20K27S,1985-06-01,0
20K27S,1986-01-01,9.3
20K27S,1986-02-01,9.4
20K27S,1986-03-01,16.8
20K27S,1986-04-01,6.9
20K27S,1986-05-01,0
20K27S,1986-06-01,0
20K27S,1987-01-01,0.6
20K27S,1987-02-01,4.3
20K27S,1987-03-01,6.4
20K27S,1987-04-01,5
20K27S,1987-05-01,0
20K27S,1987-06-01,0
20K27S,1988-01-01,4.2
20K27S,1988-02-01,8.4
20K27S,1988-03-01,6.1
20K27S,1988-04-01,0
20K27S,1988-05-01,0
20K27S,1988-06-01,0
20K27S,1989-01-01,9
20K27S,1989-02-01,9.7
20K27S,1989-03-01,9
20K27S,1989-04-01,8.3
20K27S,1989-05-01,0
20K27S,1989-06-01,0
20K27S,1990-01-01,3.8
20K27S,1990-02-01,6.6
20K27S,1990-03-01,9.8
20K27S,1990-04-01,0
20K27S,1990-05-01,0
20K27S,1990-06-01,0
20K27S,1991-01-01,1.6
20K27S,1991-02-01,2.2
20K27S,1991-03-01,0.6
20K27S,1991-04-01,8.7
20K27S,1991-05-01,0
20K27S,1991-06-01,0
20K27S,1992-01-01,0.8
20K27S,1992-02-01,2
20K27S,1992-03-01,4.1
20K27S,1992-04-01,0.1
20K27S,1992-05-01,0
20K27S,1992-06-01,0
20K27S,1993-01-01,13
20K27S,1993-02-01,23.6
20K27S,1993-03-01,28.9
20K27S,1993-04-01,18.4
20K27S,1993-05-01,0.5
20K27S,1993-06-01,0
20K27S,1994-01-01,2.4
20K27S,1994-02-01,2.8
20K27S,1994-03-01,8.3
20K27S,1994-04-01,0.8
20K27S,1994-05-01,0
20K27S,1994-06-01,0
20K27S,1995-01-01,9.5
20K27S,1995-02-01,19.9
20K27S,1995-03-01,17.5
20K27S,1995-04-01,24.7
20K27S,1995-05-01,14.6
20K27S,1995-06-01,0
20K27S,1996-01-01,1.5
20K27S,1996-02-01,11.8
20K27S,1996-03-01,14.2
20K27S,1996-04-01,12.4
20K27S,1996-05-01,0
20K27S,1996-06-01,0
20K27S,1997-01-01,9
20K27S,1997-02-01,14
20K27S,1997-03-01,14.1
20K27S,1997-04-01,1.4
20K27S,1997-05-01,0
20K27S,1997-06-01,0
20K27S,1998-01-01,4.1
20K27S,1998-02-01,11.1
20K27S,1998-03-01,24.1
20K27S,1998-04-01,21.6
20K27S,1998-05-01,11.4
20K27S,1998-06-01,0
20K27S,1999-01-01,5.5
20K27S,1999-02-01,12.1
20K27S,1999-03-01,24.1
20K27S,1999-04-01,23
20K27S,1999-05-01,13.9
20K27S,1999-06-01,0
20K27S,2000-01-01,0.8
20K27S,2000-02-01,11.2
20K27S,2000-03-01,17.2
20K27S,2000-04-01,11.8
20K27S,2000-05-01,0
20K27S,2000-06-01,0
20K27S,2001-01-01,2.3
20K27S,2001-02-01,3.9
20K27S,2001-03-01,8.6
20K27S,2001-04-01,1.1
20K27S,2001-05-01,0
20K27S,2001-06-01,0
20K27S,2002-01-01,9.8
20K27S,2002-02-01,11.9
20K27S,2002-03-01,11.1
20K27S,2002-04-01,11.3
20K27S,2002-05-01,0
20K27S,2002-06-01,0
20K27S,2003-01-01,8.7
20K27S,2003-02-01,6.6
20K27S,2003-03-01,7.2
20K27S,2003-04-01,0
20K27S,2003-05-01,2.4
20K27S,2003-06-01,0
20K27S,2004-01-01,7.7
20K27S,2004-02-01,10.3
20K27S,2004-03-01,16.2
20K27S,2004-04-01,2.7
20K27S,2004-05-01,0
20K27S,2004-06-01,0
20K27S,2005-01-01,7.5
20K27S,2005-02-01,14.9
20K27S,2005-03-01,16.2
20K27S,2005-04-01,14.7
20K27S,2005-05-01,2.7
20K27S,2005-06-01,0
20K27S,2006-01-01,1.4
20K27S,2006-02-01,7.5
20K27S,2006-03-01,5.8
20K27S,2006-04-01,13.2
20K27S,2006-05-01,4.9
20K27S,2006-06-01,0
20K27S,2007-01-01,3
20K27S,2007-02-01,4.5
20K27S,2007-03-01,7.2
20K27S,2007-04-01,0
20K27S,2007-05-01,0
20K27S,2007-06-01,0
20K27S,2008-01-01,3.6
20K27S,2008-02-01,14.9
20K27S,2008-03-01,16.8
20K27S,2008-04-01,7.9
20K27S,2008-05-01,0
20K27S,2008-06-01,0
20K27S,2009-01-01,7.2
20K27S,2009-02-01,7.9
20K27S,2009-03-01,10.6
20K27S,2009-04-01,7.2
20K27S,2009-05-01,0
20K27S,2009-06-01,0
20K27S,2010-01-01,5.5
20K27S,2010-02-01,11.7
20K27S,2010-03-01,13.1
20K27S,2010-04-01,9.9
20K27S,2010-05-01,5.3
20K27S,2010-06-01,0
20K27S,2011-01-01,12.6
20K27S,2011-02-01,13.2
20K27S,2011-03-01,19.8
20K27S,2011-04-01,28.5
20K27S,2011-05-01,13.9
20K27S,2011-06-01,0
20K27S,2012-01-01,0
20K27S,2012-02-01,2.7
20K27S,2012-03-01,2.7
20K27S,2012-04-01,4.5
20K27S,2012-05-01,0
20K27S,2012-06-01,0
20K27S,2013-01-01,6.3
20K27S,2013-02-01,6.2
20K27S,2013-03-01,3.5
20K27S,2013-04-01,0
20K27S,2013-05-01,0
20K27S,2013-06-01,0
20K27S,2014-01-01,1.3
20K27S,2014-02-01,0.4
20K27S,2014-03-01,0.9
20K27S,2014-04-01,0.8
20K27S,2014-05-01,0
20K27S,2014-06-01,0
20K28,1946-03-04,50.8
20K28,1946-04-13,58.3
20K28,1946-05-01,43.1
20K28,1946-05-28,11.2
20K28,1947-01-03,20.2
20K28,1947-02-05,24.8
20K28,1947-02-26,28.1
20K28,1947-04-02,40.4
20K28,1947-05-07,14.8
20K28,1948-01-07,11.4
20K28,1948-01-31,13.1
20K28,1948-03-05,19.4
20K28,1948-04-12,44.6
20K28,1948-05-03,47
20K28,1948-05-29,30.3
20K28,1949-02-02,19.1
20K28,1949-03-02,33.2
20K28,1949-03-30,45.9
20K28,1949-05-04,24.2
20K28,1949-05-24,3.8
20K28,1949-12-29,13.9
20K28,1950-01-04,12.5
20K28,1950-02-08,45.7
20K28,1950-03-01,43
20K28,1950-03-29,59.9
20K28,1950-05-04,55.8
20K28,1950-05-24,39
20K28,1951-01-31,29.4
20K28,1951-02-28,37.6
20K28,1951-04-04,40
20K28,1951-04-25,24.8
20K28,1951-12-20,10.5
20K28,1952-02-04,75.1
20K28,1952-02-29,87.5
20K28,1952-03-30,97.7
20K28,1952-05-08,85
20K28,1953-02-27,42.3
20K28,1953-04-01,50.5
20K28,1954-02-01,20.8
20K28,1954-03-03,35
20K28,1954-04-01,47.4
20K28,1954-05-02,35.7
20K28,1955-03-02,35.6
20K28,1955-03-31,37.6
20K28,1955-05-04,45
20K28,1956-02-28,72.4
20K28,1956-03-27,74.2
20K28,1956-04-30,59
20K28,1957-01-29,21.8
20K28,1957-02-25,34.2
20K28,1957-04-01,50.8
20K28,1957-04-29,47.1
20K28,1957-06-03,24.1
20K28,1958-02-03,34.3
20K28,1958-03-03,49.6
20K28,1958-04-09,87.2
20K28,1958-04-28,81
20K28,1958-06-03,38.1
20K28,1959-01-26,17
20K28,1959-04-02,35
20K28,1959-05-04,23.4
20K28,1960-01-25,19.7
20K28,1960-03-04,37.5
20K28,1960-04-02,43.4
20K28,1960-04-28,33.2
20K28,1961-01-03,16.3
20K28,1961-01-30,17.1
20K28,1961-02-27,23.4
20K28,1961-03-28,33.5
20K28,1961-04-25,28.4
20K28,1962-01-29,19
20K28,1962-02-27,45.2
20K28,1962-04-03,59.1
20K28,1962-04-27,44.4
20K28,1963-02-02,11.1
20K28,1963-02-28,10.4
20K28,1963-04-02,24
20K28,1963-05-02,39.4
20K28,1964-01-28,30.7
20K28,1964-02-26,31
20K28,1964-03-30,39.6
20K28,1964-04-29,30.9
20K28,1965-02-03,55.1
20K28,1965-03-02,58.2
20K28,1965-04-01,58.6
20K28,1965-04-29,61.6
20K28,1965-05-25,42.8
20K28,1966-02-02,32.6
20K28,1966-03-02,40.4
20K28,1966-04-01,41.5
20K28,1966-04-28,30.6
20K28,1967-01-31,52
20K28,1967-02-28,53.4
20K28,1967-03-28,67.6
20K28,1967-04-28,82.8
20K28,1967-05-23,74.9
20K28,1968-01-31,29.8
20K28,1968-02-29,37.6
20K28,1968-04-02,42.7
20K28,1968-04-30,29.8
20K28,1969-02-04,63.1
20K28,1969-03-03,87.9
20K28,1969-03-28,89.5
20K28,1969-05-01,84.6
20K28,1969-05-29,45.4
20K28,1970-01-29,41.5
20K28,1970-02-26,47.3
20K28,1970-03-30,50.8
20K28,1970-04-30,49.7
20K28,1970-05-27,24.6
20K28,1971-01-27,55.6
20K28,1971-02-25,54
20K28,1971-03-31,72.1
20K28,1971-04-29,73.1
20K28,1971-05-26,54.5
20K28,1972-01-30,35.1
20K28,1972-02-28,42.9
20K28,1972-04-04,41.1
20K28,1972-05-02,40.3
20K28,1972-06-01,11.8
20K28,1973-01-31,38.4
20K28,1973-02-26,49.2
20K28,1973-03-30,58.1
20K28,1973-04-30,49
20K28,1973-06-01,13.9
20K28,1974-01-23,37.3
20K28,1974-02-22,43.9
20K28,1974-04-02,67.8
20K28,1974-04-30,66.5
20K28,1974-05-31,34.1
20K28,1975-01-28,21.7
20K28,1975-03-04,46.2
20K28,1975-04-02,64.9
20K28,1975-05-02,72.2
20K28,1975-05-28,55.3
20K28,1976-01-30,9.2
20K28,1976-02-27,14.6
20K28,1976-04-01,22.8
20K28,1976-04-29,18.5
20K28,1977-01-31,6.1
20K28,1977-03-01,11.8
20K28,1977-03-30,15.7
20K28,1977-05-02,1
20K28,1978-01-03,25
20K28,1978-01-30,47.9
20K28,1978-02-28,58.8
20K28,1978-03-31,67.9
20K28,1978-04-28,75.4
20K28,1979-02-01,18.6
20K28,1979-02-27,36.2
20K28,1979-03-28,41.5
20K28,1980-01-29,35.6
20K28,1980-02-29,55.6
20K28,1980-03-31,65.1
20K28,1981-01-29,18.3
20K28,1981-02-27,22.6
20K28,1981-03-31,30.8
20K28,1982-01-29,49.1
20K28,1982-03-02,53.6
20K28,1982-04-04,79.6
20K28,1983-01-28,49.7
20K28,1983-02-28,49.7
20K28,1983-03-31,100.4
20K28,1984-01-31,45
20K28,1984-03-01,56
20K28,1984-03-27,59.8
20K28,1984-04-30,59.3
20K28,1984-12-29,44.5
20K28,1985-01-30,26.5
20K28,1985-02-27,33.2
20K28,1985-04-01,46.5
20K28,1985-04-30,31.8
20K28,1985-12-31,26.1
20K28,1986-02-01,31.5
20K28,1986-02-27,65.9
20K28,1986-03-31,69
20K28,1986-12-31,22.7
20K28,1987-01-30,12.7
20K28,1987-02-27,23
20K28,1987-03-30,31.9
20K28,1987-05-01,14
20K28,1988-01-04,18.9
20K28,1988-02-02,27.6
20K28,1988-03-03,25.2
20K28,1988-03-31,20.2
20K28,1988-05-02,13.3
20K28,1989-02-01,28.1
20K28,1989-02-28,36.5
20K28,1989-03-30,55
20K28,1989-05-02,46.1
20K28,1989-12-31,22.6
20K28,1990-01-29,29.7
20K28,1990-02-27,25.5
20K28,1990-03-28,26.8
20K28,1990-04-28,13.2
20K28,1991-01-02,4
20K28,1991-01-31,4.7
20K28,1991-02-28,6.8
20K28,1991-03-29,30.7
20K28,1991-04-30,29.5
20K28,1992-02-01,11.6
20K28,1992-02-27,24.6
20K28,1992-03-30,26.3
20K28,1992-04-25,14.5
20K28,1993-02-01,50.9
20K28,1993-03-01,72.7
20K28,1993-03-30,76.7
20K28,1993-04-29,60.4
20K28,1994-01-28,14.5
20K28,1994-02-25,26
20K28,1994-04-01,24.5
20K28,1994-04-28,17.2
20K28,1995-01-31,59.3
20K28,1995-02-27,60.2
20K28,1995-03-31,94.4
20K28,1995-04-28,94.3
20K28,1996-01-29,26.4
20K28,1996-02-27,41.4
20K28,1996-03-28,47.3
20K28,1996-04-30,43
20K28,1996-12-31,6.8
20K28,1997-02-24,50.9
20K28,1997-05-02,39.6
20K28,1998-02-26,59.3
20K28,1998-05-01,63.9
20K28,1999-02-24,66.9
20K28,2000-02-29,50.4
20K28,2000-03-31,53.3
20K28,2001-01-29,17.1
20K28,2001-02-26,26.1
20K28,2001-03-29,26.7
20K28,2001-05-01,20.7
20K28,2002-02-01,38.4
20K28,2002-02-26,41
20K28,2002-04-01,51.3
20K28,2002-04-30,32.4
20K28,2003-01-28,31.8
20K28,2003-02-24,33.5
20K28,2003-03-25,38.6
20K28,2003-04-28,50.5
20K28,2004-02-02,37.2
20K28,2004-03-02,46.5
20K28,2004-04-01,42.2
20K28,2005-01-31,37.1
20K28,2005-02-28,42
20K28,2005-04-28,51.7
20K28,2006-02-02,36.8
20K28,2006-03-02,40.6
20K28,2006-03-30,57.9
20K28,2007-01-29,12.5
20K28,2007-02-28,33.4
20K28,2007-03-26,27.6
20K28,2008-01-29,28
20K28,2008-02-29,40.5
20K28,2008-03-28,41
20K28,2008-04-30,30.4
20K28,2009-02-25,32.3
20K28,2009-03-30,44.8
20K28,2009-05-01,35.1
20K28,2010-01-29,27.9
20K28,2010-03-30,39.6
20K28,2010-04-29,49.9
20K28,2011-02-01,39.6
20K28,2011-02-28,53.1
20K28,2011-04-01,79.8
20K28,2011-04-27,83.9
20K28,2012-01-31,8.5
20K28,2012-02-28,10.5
20K28,2012-03-27,27.2
20K28,2012-04-27,29.5
20K28,2013-01-28,29.1
20K28,2013-01-28,29.1
20K28,2013-02-26,28
20K28,2013-03-29,29.1
20K28,2014-02-28,14.5
20K28,2014-03-26,16.5
